,URI,TOPIC,TITLE,TEXT,RELEVANCE_CLASS
24,7456293041,marine,West coast ports suffering as US container imports plunge by 37 - The Loadstar,"US warehouses remain largely full, retailers must clear inventory levels before the next wave of imports arrive, but older inventories are simply not moving fast enough.",0
25,7501458873,marine,Argentina Grains Inspectors Strike Halts Shipments at Rosario Ports,Argentina grains inspectors have launched a 24-hour strike that is halting shipments at key river ports in farm transport hub Rosario,1
26,7501458873,marine,Argentina Grains Inspectors Strike Halts Shipments at Rosario Ports,The strike by the Urgara grains inspectors union is linked to conflicts over a port in the city of Buenos Aires and what it says are high taxes applied to workers' salaries,1
27,7501458873,marine,Argentina Grains Inspectors Strike Halts Shipments at Rosario Ports,"Argentina is the world's top exporter of soybean oil and meal, the third largest in corn, and a key supplier of wheat",1
28,7501458873,marine,Argentina Grains Inspectors Strike Halts Shipments at Rosario Ports,The measure was preventing ships being loaded.,1
29,7412541613,air,"Man caused false alarm by flying drone into critical area at Dublin Airport, court told",Ainis Guzauskas (41) is charged with one offence under the Air Navigation and Transport Act 1988,1
30,7412541613,air,"Man caused false alarm by flying drone into critical area at Dublin Airport, court told",He is accused of knowingly causing a false alarm by flying an unmanned aerial system (drone) into the critical area of Dublin Airport,1
31,7412541613,air,"Man caused false alarm by flying drone into critical area at Dublin Airport, court told","The offence is alleged to have happened at Naul Road on July 2, 2022",1
32,7412541613,air,"Man caused false alarm by flying drone into critical area at Dublin Airport, court told",Judge John Hughes adjourned the case for the directions of the DPP to be given,1
33,7412541613,air,"Man caused false alarm by flying drone into critical area at Dublin Airport, court told","He granted bail in the accused's own bond of 500, with no cash lodgement or surety required.",1
34,7405996862,air,Passengers took a 16-hour flight to nowhere after their plane to New York YOU-turned because of an electrical fire at JFK Airport,An Air New Zealand flight bound for New York on Thursday was forced to make a YOU-turn and head back to Auckland Airport in New Zealand,1
35,7405996862,air,Passengers took a 16-hour flight to nowhere after their plane to New York YOU-turned because of an electrical fire at JFK Airport,"An electrical failure in the terminal caused an outage and a small isolated fire, per JFK Airport",1
36,7405996862,air,Passengers took a 16-hour flight to nowhere after their plane to New York YOU-turned because of an electrical fire at JFK Airport,Passengers spent 16 hours on the plane only to return to the airport where they took off,1
37,7405996862,air,Passengers took a 16-hour flight to nowhere after their plane to New York YOU-turned because of an electrical fire at JFK Airport,"The incident meant that inbound and outbound flights were affected, the airport tweeted on Thursday, and remained shut on Friday",1
38,7405996862,air,Passengers took a 16-hour flight to nowhere after their plane to New York YOU-turned because of an electrical fire at JFK Airport,The Air New NZ spokesperson said the airline apologized for the disruption caused.,1
39,7429684620,air,KLM sues Dutch govt over Amsterdam airport flight cap,Delta Air Lines Inc and EasyJet Plc are among airlines joining forces with KLM,0
40,7429684620,air,KLM sues Dutch govt over Amsterdam airport flight cap,The Dutch government announced last year it is planning cut the Amsterdam hub's flight capacity in a bid to reduce noise pollution,0
41,7429684620,air,KLM sues Dutch govt over Amsterdam airport flight cap,"KLM said the government's decision to cut back operations is unnecessary and violates national, European and international legislation",0
42,7429684620,air,KLM sues Dutch govt over Amsterdam airport flight cap,"Last month, Air France-KLM's Chief Executive Officer Ben Smith warned limiting capacity at Schiphol would hurt the Dutch economy",0
43,7429684620,air,KLM sues Dutch govt over Amsterdam airport flight cap,The brewing confrontation comes amid increasingly tense relationship between airports and airlines.,0
44,7474622430,weather_generalnews,"Delhi Sees Heavy Rain, Waterlogging In Several Areas",Several parts of Delhi saw waterlogging on Friday morning,1
45,7474622430,weather_generalnews,"Delhi Sees Heavy Rain, Waterlogging In Several Areas","Earlier on Thursday, rain coupled with thunderstorms lashed parts of the national capital",1
46,7474622430,weather_generalnews,"Delhi Sees Heavy Rain, Waterlogging In Several Areas","In view of the poor weather conditions, nine flights were diverted from Delhi to Jaipur airport on Wednesday",1
47,7474622430,weather_generalnews,"Delhi Sees Heavy Rain, Waterlogging In Several Areas","The weather forecast says light-intensity raindrizzle will occur over and adjoining areas of Yamunanagar, Kurukshetra, Karnal, Rajaund, Assandh, Safidon, Gohana, Rohtak, Mahendargarh.",1
48,7398421085,air,Heathrow airport enjoys best start since Covid,Heathrow airport has enjoyed its best start to the year since before the coronavirus pandemic,0
49,7398421085,air,Heathrow airport enjoys best start since Covid,"More than 5.4 million passengers passed through the hub in January, touching a level not seen since the start of 2020",0
50,7398421085,air,Heathrow airport enjoys best start since Covid,"Demand also rebounded after severe disruption in the run-up to Christmas, when Border Force staff went on strike over pay",0
51,7398421085,air,Heathrow airport enjoys best start since Covid,The hub added Monday that it welcomed recent news that British Airways and Virgin Atlantic will restart flights to China in the spring after the Asian giant fully lifted its zero Covid restrictions.,0
52,7459106841,marine,Product Tanker Burning off Portuguese Coast,Portuguese authorities are working to control a fire aboard a product tanker off the coast while they are also hoping to tow the ship further out to sea,1
53,7459106841,marine,Product Tanker Burning off Portuguese Coast,"So far, the fire is believed contained in the aft end of the vessel not reaching its cargo of jet fuel and diesel and there has not been an oil leak",1
54,7459106841,marine,Product Tanker Burning off Portuguese Coast,The product tanker is being used to shuttle fuel supplies from neighboring Sines to Leixes,1
55,7459106841,marine,Product Tanker Burning off Portuguese Coast,"According to the reports, the local refinery closed leaving the region dependent on tankers for their fuel supply.",1
56,7479329709,marine,French Oil Refinery Strikes to Tighten Gasoil Supplies,"At least 900,000 barrels per day (BBLd) of France's 1.15 million BBLd refinery capacity is offline due to strike action",0
57,7479329709,marine,French Oil Refinery Strikes to Tighten Gasoil Supplies,This has a supporting impact on refined product prices and a weakening impact on regional crude prices,0
58,7479329709,marine,French Oil Refinery Strikes to Tighten Gasoil Supplies,"European gasoil (diesel) stocks increased in preparation for the shutoff of Russian supplies, hitting a 15-month high at the beginning of the year",0
59,7479329709,marine,French Oil Refinery Strikes to Tighten Gasoil Supplies,"Gasoil stocks declined last week, but stocks remained higher year on year, as Europe is going through stocks built up before 5 February.",0
60,7507227834,warehouse_fire,"India News  Fire at Play School in Gurugram, None Hurt  LatestLY",A major fire broke out at a play school-cum-day care that was allegedly being run illegally in a house in Gurugram,0
61,7507227834,warehouse_fire,"India News  Fire at Play School in Gurugram, None Hurt  LatestLY",No student was on the premises at the time of the fire as the school hours were over,0
62,7507227834,warehouse_fire,"India News  Fire at Play School in Gurugram, None Hurt  LatestLY","A big accident was averted by controlling the fire in time because there was a warehouse of plastic goods in the basement under the school, a fire officer said",0
63,7507227834,warehouse_fire,"India News  Fire at Play School in Gurugram, None Hurt  LatestLY",The fire was caused by a short circuit while a mechanic was repairing an AC in the school.,0
64,7480370778,marine,Brexit Passport Checks Lead to Lengthy Delays at Port of Dover,Port officials at Dover cited lengthy French border processes and sheer volume for the delays,1
65,7480370778,marine,Brexit Passport Checks Lead to Lengthy Delays at Port of Dover,"The Port of Dover declared a state of emergency when a combination of bad weather, higher-than-expected traffic volume and customs delays on the French side led to some passenger buses experiencing a wait of up to 18 hours",1
66,7480370778,marine,Brexit Passport Checks Lead to Lengthy Delays at Port of Dover,Home Secretary Suella Braverman played down the disruption as a weather event,1
67,7480370778,marine,Brexit Passport Checks Lead to Lengthy Delays at Port of Dover,"She was a leading proponent of the Leave campaign in the run-up to the referendum in 2016, and continued to run on delivering Brexit opportunities in the Tories' leadership contest last year.",1
68,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt",At least 57 people dead following Tuesday night's train crash in Greece,0
69,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt","Passenger train, on route from Athens to Thessaloniki with more than 350 people on board, crashed head-on into a freight train",0
70,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt",52 people remain in hospital in Larissa as a result of the crash,0
71,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt",Six people are in critical condition due to head wounds and serious burns,0
72,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt",Rescue and recovery operation is ongoing amid the completely destroyed and crushed rail carriages,0
73,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt",Prime Minister Kyriakos Mitsotakis asserts that the disaster was mainly due to a tragic human error,0
74,7427983396,train,"57 confirmed dead in Greek train crash, as protests and strikes erupt",The attempt to pin the blame on a single individual has been widely rejected.,0
75,7503022380,warehouse_fire,Ironwood Breaks Ground on Phase 3 of Austin Industrial Park,"Ironwood Realty Partners LLC has broken ground on the final phase of 130 Crossing Industrial Park in Pflugerville, Texas",1
76,7503022380,warehouse_fire,Ironwood Breaks Ground on Phase 3 of Austin Industrial Park,Construction is scheduled for completion in late 2023,1
77,7503022380,warehouse_fire,Ironwood Breaks Ground on Phase 3 of Austin Industrial Park,"The Class A industrial park is located at the intersection of State Highway 130 and Pecan Street, in northeast Austin",1
78,7503022380,warehouse_fire,Ironwood Breaks Ground on Phase 3 of Austin Industrial Park,"The two existing phases of the industrial development total 675,000 square feet and feature five buildings, including a 113,000-square-foot warehouse now owned by Wisenbaker Builder Services.",1
79,7481743448,weather_generalnews,Is Tornado Alley shifting due to climate change? Scientists explain how warming climate affects tornado activity,"The mid-South is at a 25 greater risk of tornado threats, an expert says",0
80,7481743448,weather_generalnews,Is Tornado Alley shifting due to climate change? Scientists explain how warming climate affects tornado activity,"At least nine EF3 tornadoes were confirmed to have touched down in Arkansas, Illinois, Indiana, Tennessee and Delaware",0
81,7481743448,weather_generalnews,Is Tornado Alley shifting due to climate change? Scientists explain how warming climate affects tornado activity,"The evidence points to climate change contributing to the frequency and magnitude of tornado behavior, experts say",0
82,7481743448,weather_generalnews,Is Tornado Alley shifting due to climate change? Scientists explain how warming climate affects tornado activity,"More violent and widespread tornado activity is expected in the future as global warming persists, experts tell ABC News.""This is a representation of what we might perhaps expect to happen in a particularly active tornado season as we move forward in a warming climate regime,"" Jana Houser says.",0
83,7496166197,marine,Response Continues for Kodiak Enterprise Fire in Tacoma,"The fire on the Kodiak Enterprise started early Saturday morning as the vessel was docked at Trident Seafoods in Tacoma, Washington",1
84,7496166197,marine,Response Continues for Kodiak Enterprise Fire in Tacoma,The fire appears to have started in the forward portion of the 276-foot ship and later spread through entirety of the vessel,1
85,7496166197,marine,Response Continues for Kodiak Enterprise Fire in Tacoma,The Coast Guard and NTSB will conduct an investigation into the because of the fire,1
86,7496166197,marine,Response Continues for Kodiak Enterprise Fire in Tacoma,"Vessels can request to transit the safety zone established on the Hylebos Waterway, and commercial traffic should contact Seattle Traffic on VHF-14.",1
87,7416448402,air,Luton airport link is UK's costliest rail line at nearly 4 a mile,"Luton Dart, or direct air-rail transit link, aims to transform public transport to the notoriously difficult to reach Bedfordshire hub",0
88,7416448402,air,Luton airport link is UK's costliest rail line at nearly 4 a mile,"One-way fares for the 1.3-mile route would be 4.90, with no discount for return trips",0
89,7416448402,air,Luton airport link is UK's costliest rail line at nearly 4 a mile,"At 3.70 per mile, the line overtakes the Heathrow Express as the most expensive railway in Britain",0
90,7416448402,air,Luton airport link is UK's costliest rail line at nearly 4 a mile,"The new Luton link replaces the current bus connection, which is 1.50 a mile over the 16.5- mile route.",0
91,7460081106,weather_generalnews,California storm kills two as severe weather continues,Latest storm across California come after months of heavy rain and snowfall that battered the western US state,1
92,7460081106,weather_generalnews,California storm kills two as severe weather continues,High-wind warnings and advisories were in effect from the Mexico border through Los Angeles and up into the San Francisco Bay area,1
93,7460081106,weather_generalnews,California storm kills two as severe weather continues,Wind gusts reached 122 kmh (76 mph) - a level classified as hurricane force by the National Weather Service,1
94,7460081106,weather_generalnews,California storm kills two as severe weather continues,"Mountain snow that forecasters said will be measured in feet fell on the central and southern parts of the state, as intense hail was reported in Sacramento.",1
95,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",Rail workers at 14 train operators are due to stage four days of walkouts,1
96,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",Union leader Mick Lynch said workers will be taking sustained and targeted industrial action over the next few months,1
97,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected","Comes days after the Rail, Maritime and Transport workers union (RMT) rejected train operators' best and final 9pc pay rise",1
98,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected","Mark Harper, the Transport Secretary, signalled he was not willing to allow train operators to sweeten their deal with better terms on pay",1
99,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",It dashed hopes that the RMT was nearing pay deals from both train operators and Network Rail,1
100,7409753276,strike,"When is the next train strike? All dates for March and April, and the services affected",Disruption is also expected to come from a planned overtime ban by National Rail workers who are members.,1
101,7436574314,train,"Train, Flight Cancellations Reported As Snow Blankets Britain",Heavy snowfall causes major travel disruption across UK as wintry weather looks set to continue until weekend,1
102,7436574314,train,"Train, Flight Cancellations Reported As Snow Blankets Britain",Some British airports reported long delays on Wednesday as an Arctic blast intensifying across the UK is expected to bring more ice and snow to southern regions,1
103,7436574314,train,"Train, Flight Cancellations Reported As Snow Blankets Britain","UK's national weather service Met Office said the snowfall and rain could continue until the weekend and possibly longer with chances of long delays and cancellations on bus, rail and air travel services on Thursday and Friday",1
104,7436574314,train,"Train, Flight Cancellations Reported As Snow Blankets Britain","The National Rail also warned the public, saying the snow and ice isexpected to affect train journeys in many parts of Britain until Friday.",1
105,7431822202,train,"After Ohio train derailment, what can we do to prevent future events?","On February 3, a railroad accident took place in the town of East Palestine, Ohio",1
106,7431822202,train,"After Ohio train derailment, what can we do to prevent future events?","Some of the cars that derailed were carrying vinyl chloride, a volatile carcinogen",1
107,7431822202,train,"After Ohio train derailment, what can we do to prevent future events?","Faced with the possibility of an uncontrolled explosion, shrapnel from exploding cars, and seepage of chemicals into the water, the governor authorized a controlled burn",1
108,7431822202,train,"After Ohio train derailment, what can we do to prevent future events?","Rivers in the area may be contaminated for years, with fish unable to live in the polluted water",1
109,7431822202,train,"After Ohio train derailment, what can we do to prevent future events?",There are many people now pointing fingers at rail companies.,1
110,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,Lufthansa forced to cancel or delay flights across its airlines,1
111,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,Air traffic control agency forced to divert or cancel all flights away from Frankfurt airport,1
112,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,Airline's aircraft could no longer depart from Frankfurt Airport,1
113,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,This meant no parking positions were available for other aircraft,1
114,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,Frankfurt Airport said that technical problems were causing flight disruptions and cancellations,1
115,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,Please check the status of your flight before traveling to the airport and allow extra time for your journey,1
116,7402259886,air,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,We also recommend that you check in as early as possible for your flight.,1
117,7499041014,marine,"FedEx pilots to vote on strike authority, but no action imminent",Federal Express pilots say they will seek authority from members to call a strike,0
118,7499041014,marine,"FedEx pilots to vote on strike authority, but no action imminent",But no imminent work action can happen because the federally controlled negotiating process still has a long way to go,0
119,7499041014,marine,"FedEx pilots to vote on strike authority, but no action imminent",The pilots are frustrated by what they perceive as slow progress over two years,0
120,7499041014,marine,"FedEx pilots to vote on strike authority, but no action imminent","Officials say they have resolved retirement and quality-of-life issues, but are still at odds over pay levels",0
121,7499041014,marine,"FedEx pilots to vote on strike authority, but no action imminent",bargaining process can take more than a year at this stage,0
122,7499041014,marine,"FedEx pilots to vote on strike authority, but no action imminent",The federal mediator has the power to hold the parties in mediation indefinitely.,0
123,7497304022,warehouse_fire,"Big Indiana plastics fire is fully extinguished, mayor says","NEW: Evacuation order for at least 1,500 people still in effect Friday morning",1
124,7497304022,warehouse_fire,"Big Indiana plastics fire is fully extinguished, mayor says",NEW: Fire Chief Tim Brown was not available Friday morning to provide an update,1
125,7497304022,warehouse_fire,"Big Indiana plastics fire is fully extinguished, mayor says","Officials had said earlier Thursday that the fire, which began Tuesday, was close to being extinguished",1
126,7497304022,warehouse_fire,"Big Indiana plastics fire is fully extinguished, mayor says","The 14-acre former factory site in Richmond, Indiana, is about 70 miles (115 kilometers) east of Indianapolis, near the Ohio border.""We are now able to turn our attention to collecting air and water samples,"" mayor says.",1
127,7514543702,warehouse_fire,Swat blast: Preliminary report denies possibility of sucide blast,A preliminary report of the explosions at a Counter-Terrorism Department (CTD) police station in Swat's Kabal on Tuesday ruled out the possibility that the incident was a result of a suicide attack,1
128,7514543702,warehouse_fire,Swat blast: Preliminary report denies possibility of sucide blast,"According to the report, there had been no attack on the station, nor was fire opened",1
129,7514543702,warehouse_fire,Swat blast: Preliminary report denies possibility of sucide blast,Report states station located in safest place and there are two security check posts in front of station,1
130,7514543702,warehouse_fire,Swat blast: Preliminary report denies possibility of sucide blast,It is yet to be decided whether the explosions were a result,1
131,7514543702,warehouse_fire,Swat blast: Preliminary report denies possibility of sucide blast,of a short circuit or the result of human oversight.,1
132,7505525734,warehouse_fire,"Sudanese army, its rivals announce another cease-fire",Terrified Sudanese who have been trapped for days by fighting in Khartoum flee,0
133,7505525734,warehouse_fire,"Sudanese army, its rivals announce another cease-fire",Military and its paramilitary rival make a new attempt at a 24-hour cease-fire,0
134,7505525734,warehouse_fire,"Sudanese army, its rivals announce another cease-fire","Nearly 300 people have been killed in the past five days, the YOU.N",0
135,7505525734,warehouse_fire,"Sudanese army, its rivals announce another cease-fire",health agency says,0
136,7505525734,warehouse_fire,"Sudanese army, its rivals announce another cease-fire","Desperate residents of the capital have been running out of food and other supplies as they sheltered in their homes from the gun battles, bombardment and airstrikes on the streets of KhartOUm..",0
137,7494331532,marine,"Prices inch higher on lower wind, ongoing French disturptions",British gas for power demand is set to rise 19 million cubic metres (mcm) to 45 mcmday on Thursday,0
138,7494331532,marine,"Prices inch higher on lower wind, ongoing French disturptions","Peak wind power generation is forecast to drop from 18.1 gigawatts (GW) on Wednesday to 12.8 GW on Thursday, according to Elexon data",0
139,7494331532,marine,"Prices inch higher on lower wind, ongoing French disturptions",Ongoing strike action in France continues to support continental gas prices,0
140,7494331532,marine,"Prices inch higher on lower wind, ongoing French disturptions","Europe's gas storage sites were 55.8 full, at the top of the historic range for the time of year, data from Gas Infrastructure Europe showed.",0
141,7426201309,train,'It really is about the training': Barrington leaders say they are prepared for train derailment,Barrington residents are asking what would happen if a similar disaster happened here,1
142,7426201309,train,'It really is about the training': Barrington leaders say they are prepared for train derailment,"The Canadian National Railway acquired the Elgin, Joliet  Eastern Railway in 2009",1
143,7426201309,train,'It really is about the training': Barrington leaders say they are prepared for train derailment,"Village President Karen Darch: We have a lot of freight traffic, especially on the Canadian National",1
144,7426201309,train,'It really is about the training': Barrington leaders say they are prepared for train derailment,"Darch urged residents to provide the village with contact information, so officials can get in touch if an evacuation is needed",1
145,7426201309,train,'It really is about the training': Barrington leaders say they are prepared for train derailment,The Ohio derailment also was addressed earlier in February at the annual Barrington Area Chamber of Commerce's State of the Greater Barrington area event.,1
146,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,NEW: Georgia Gov,0
147,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,Brian Kemp declares a state of emergency,0
148,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,"A large and extremely dangerous tornado strikes south of LaGrange, Georgia",0
149,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,"No fatalities are immediately reported, but at least three people are injured",0
150,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,"More than 20 million Southerners are at risk of severe storms Sunday, the National Weather Service says",0
151,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,"The storms will push east into the Carolinas by Sunday afternoon, posing a threat of damaging winds.",0
152,7466485754,weather_generalnews,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,"26 people were killed in a rash of violent storms across the South over the weekend, officials say.",0
153,7457885821,marine,Chevron-chartered Tanker Collides with Sanctioned Vessel in Venezuela,Chevron-chartered tanker Kerala collided with tanker Bueno on Sunday night,1
154,7457885821,marine,Chevron-chartered Tanker Collides with Sanctioned Vessel in Venezuela,Neither tanker was significantly damaged by the incident and no injuries or spills reported,1
155,7457885821,marine,Chevron-chartered Tanker Collides with Sanctioned Vessel in Venezuela,"Incidents involving vessels, oil spills, fires and power outages are very frequent in Venezuela",1
156,7457885821,marine,Chevron-chartered Tanker Collides with Sanctioned Vessel in Venezuela,State-run PDVSA's aging oil infrastructure does not receive proper maintenance and needed repairs amid YOU.S,1
157,7457885821,marine,Chevron-chartered Tanker Collides with Sanctioned Vessel in Venezuela,sanctions on the country,1
158,7457885821,marine,Chevron-chartered Tanker Collides with Sanctioned Vessel in Venezuela,"The Kerala is scheduled to load about 240,000 barrels of Venezuelan heavy oil at the Bajo Grande terminal at Lake Maracaibo this week.",1
159,7478003992,warehouse_fire,"Fire Outbreak Hits Popular Company, Properties Destroyed","A fire outbreak at Flux Logisxis in the Ikeja Area of Lagos State, has left a property destroyed, but no one was harmed",1
160,7478003992,warehouse_fire,"Fire Outbreak Hits Popular Company, Properties Destroyed","Images and videos posted by the South West Zonal Coordinator of the National Emergency Management Agency, Ibrahim Farinloye, showed parts of buildings burnt",1
161,7478003992,warehouse_fire,"Fire Outbreak Hits Popular Company, Properties Destroyed",He said the fire started from a warehouse and consumed a whole section of the company,1
162,7478003992,warehouse_fire,"Fire Outbreak Hits Popular Company, Properties Destroyed","NEMA urged all Nigerians to be cautious of the delicate season, stressing that negligence or unsafe practices could lead to immense losses.",1
163,7501731403,weather_naturalevent,1 person has died in the fungal outbreak at a Michigan paper mill that infected nearly 100 workers,A contractor who worked at the Escanaba Billerud Paper Mill died of blastomycosis,0
164,7501731403,weather_naturalevent,1 person has died in the fungal outbreak at a Michigan paper mill that infected nearly 100 workers,The health department began investigating an outbreak at the mill last month,0
165,7501731403,weather_naturalevent,1 person has died in the fungal outbreak at a Michigan paper mill that infected nearly 100 workers,A total of 21 cases have been confirmed by the public health department since March,0
166,7501731403,weather_naturalevent,1 person has died in the fungal outbreak at a Michigan paper mill that infected nearly 100 workers,The mill's vice president of operations says they are deeply saddened by the death,0
167,7501731403,weather_naturalevent,1 person has died in the fungal outbreak at a Michigan paper mill that infected nearly 100 workers,The company has suspended operations at the facility for up to three weeks,0
168,7501731403,weather_naturalevent,1 person has died in the fungal outbreak at a Michigan paper mill that infected nearly 100 workers,"more than 70 probable cases have also been reported, the public Health Delta  Menominee County says.",0
169,7456178574,marine,Kuwait Oil Company Declares State Of Emergency After Onshore Oil Spill  OilPrice.com,"An oil leak has occurred in the west of the country, Kuwait Oil Company said",1
170,7456178574,marine,Kuwait Oil Company Declares State Of Emergency After Onshore Oil Spill  OilPrice.com,No people have been injured and oil production has not been disrupted,1
171,7456178574,marine,Kuwait Oil Company Declares State Of Emergency After Onshore Oil Spill  OilPrice.com,"Kuwait, one of the largest producers in OPEC, pumps around 2.7 million barrels of per (bpd) of crude oil",1
172,7456178574,marine,Kuwait Oil Company Declares State Of Emergency After Onshore Oil Spill  OilPrice.com,"It is the fourth-largest OPEC producer after Saudi Arabia, Iraq, and the United Arab Emirates (UAE) Kuwait has a plan to boost its production capacity to 4.75 million bpd by 2040.",1
173,7497700338,warehouse_fire,"A fire killed 18,000 cows in Texas. It is a horrifyingly normal disaster.","18,000 cows were killed in a fire at a Texas dairy farm on Monday",1
174,7497700338,warehouse_fire,"A fire killed 18,000 cows in Texas. It is a horrifyingly normal disaster.",The cause of the fire is still under investigation by the state fire marshal,1
175,7497700338,warehouse_fire,"A fire killed 18,000 cows in Texas. It is a horrifyingly normal disaster.","Over the last decade, at least 6.5 million farmed animals, mostly chickens, perished in barn fires in the US",1
176,7497700338,warehouse_fire,"A fire killed 18,000 cows in Texas. It is a horrifyingly normal disaster.","99 percent of America's meat, dairy, and eggs are produced on factory farms, where fires are surprisingly common",1
177,7497700338,warehouse_fire,"A fire killed 18,000 cows in Texas. It is a horrifyingly normal disaster.","The fire killed an order of magnitude more cows than are typically killed in fires, enough to fill 26 football fields.",1
