URI,class_name,title,text
2023-10-122206977,aviation,"No Flights From Mumbai Airport, Both Runways Shut Today  Details","Both runways -- RWY 0927 and RWY 1432 -- will be temporarily non-operational on October 17. This scheduled temporary closure is part of CSMIA's annual post-monsoon preventive maintenance plan. A Notice to Airmen (NOTAM) has also been duly issued in this regard six months in advance, a statement by the CSMia spokesperson said, as per the Network18 report. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details."
7769833065,aviation,Ski boot warmer sparked Queenstown Airport bomb scare,"A ski boot warmer sparked a bomb scare at Queenstown Airport on Friday morning. It was spotted during screening of checked luggage about 8.40am. Police examined the image and contacted the New Zealand Defence Force, which also believed the object was suspicious. The Explosive Ordnance Disposal unit was flown to the airport by helicopter from Christchurch. The unit deemed the reported items posed no threat, and the airport reopened at 3pm. About 250 passengers were taken by bus to the Queenstown Events Centre, near the airport, and provided with food, drinks and activities."
7421661289,aviation,Germany: Majority of Aircraft Grounded due to Strike by Airport Employees,"The majority of flights at Germany's Duesseldorf and Cologne Bonn regional airports were grounded by a 24-hour strike by the Verdi trade union. It is the latest in a series of strikes and protests that have hit major European economies, including France, Britain and Spain. The airports, which service airlines including Lufthansa, Turkish Airlines and Aegean Airlines, were largely empty because passengers had been informed of the strike in time to change their plans. Verdi announced the strike on Friday after it said collective bargaining efforts for public service workers and aviation security workers had failed to come closer to an agreement."
7400275628,aviation,Air New Zealand cancels all flights from Auckland Airport amid storms,"National carrier Air New Zealand cancels all flights from its North Island hub. This is expected to affect around 55 flights. The carrier said it plans to resume scheduled services from tomorrow, but expects further challenges due to the extreme weather. Auckland Airport has been beset by difficulties in recent weeks after extreme weather hit New Zealand. On Sunday, the airline cancelled dozens of flights as Aucklanders braced for a deluge from Cyclone Gabrielle. Two weeks earlier, over 9,000 passengers found themselves stranded in various locations due to flight disruption caused by flooding in the city."
7434753160,aviation,Pre-Dawn Israeli Airstrike Knocks Out Airport In Syria's 2nd City,"Israeli warplanes struck Aleppo airport before dawn Tuesday, causing significant damage. The airport has been a major conduit for aid flights since a February 6 earthquake devastated swathes of southeastern Turkey and neighbouring Syria. Israel has attacked Aleppo airport several times in recent years, with a strike last September putting it out of service for a few days. It marked the second Israeli attack on government-held areas since the devastating quake struck Turkey and Syria, killing more than 50,000 people in the two countries. On February 19, an Israeli strike killed 15 people in a Damascus district housing state security agencies."
7434514584,aviation,Syria redirects quake aid after airstrike on Aleppo airport,Syria's Defense Ministry says all flights to and from Aleppo International Airport have been halted. It says the move came after Israeli warplanes struck the airport in pre-dawn raids. The airport has been a vital conduit carrying aid to northern Syria after a February 6 earthquake. Dozens of flights have shuttled food and other aid into Aleppo and the surrounding region over the past month. The strike is the second reported Israeli attack on government-held areas since the earthquake hit the region and neighboring Turkey.
7435545072,aviation,Israel Strike Puts Syrias Aleppo Airport Out Of Service: Ministry - UrduPoint,"More than 80 aid flights have landed in Aleppo over the past month with relief supplies for quake-hit areas. The damage forced authorities to close the airport to all flights, the ministry added. There was no immediate word on any casualties. An Israeli military spokesperson declined to comment on the reported strike. The strike had put the runway out of service, the transport ministry said. Aid deliveries have been diverted to Damascus and Latakia airports, a ministry statement said, adding that the runway had been damaged."
7406024152,aviation,"JFK Airport Power Outage Shuts Down Terminal Through Friday, Forcing Flight Disruptions","All inbound and outbound flights at JFK Airport's international terminal are halted. Terminal 1 serves more than a dozen international airlines and accounts for 8.5 of the airport's total gates. The outage had been expected to be resolved by early to mid-morning Friday. An electrical panel failure, which also caused a small isolated fire overnight, triggered the power problem, the Port Authority says. The airlines were writing out their flight cancellations by hand because the big electronic board was still out."
7429852631,aviation,"FAA issues ground stop for Detroit Metro Airport due to snow, ice","The FAA issued a ground stop for Detroit Metropolitan Airport due to the weather. The FAA's air traffic control system command center reported that there is an average of an hour delay for arriving flights. How to track flight delays at Detroit Metro Airport: The best way is to download the app of the airline you are flying with, and register your travel itinerary. Most airlines will send you notifications to your mobile device when a flight is changed. Even without a mobile app, some airlines will email you if your flight is change."
7760044306,aviation,Akasa Air Flight From Mumbai Makes Emergency Landing at Varanasi Airport After Bomb Threat; Nothing Objectionable Found  LatestLY,Akasa Air flight from Mumbai to Varanasi received a bomb threat through a tweet on social media. Air Traffic Control informed the captain of the plane about the bomb threat. The aircraft landed on a separate runway and passengers were disembarked immediately. CISF personnel conducted a thorough search of the aircraft for about an hour. Nothing was found during checking. The airport authority took full precautions and checked and everything was found to be normal. This flight was coming to Varrasi only and it had to land here. Yes as a precautionary measure it landed on another runway.
7760379043,aviation,Mice damage internet cables at Karachi airport,"FIA immigration services disrupted as mice damaged internet cable at Karachi Airport. Karachi Airport Manager Irfan Khan denied the cable damage by mice, saying that the cable fault occurred at 2 a.m. late-night. Earlier, the pilots reported an increase in the incidents of laser light strikes on airplanes while landing or taking off at Jinnah International Airport, Karachi. The mischief can disrupt a pilot's vision and because distraction or disorientation during the takeoff and landing, subsequently risking the lives of those onboard."
7766083109,aviation,"Several Flights Delayed At Chennai Airport Due To Server Outage, Issue Resolved","Several outbound flights at the International Departure were affected. International services to destinations including Colombo, Dubai and Bangkok suffered delays. The outage was due to fluctuations in the Firewall in T1. The IT team of Chennai Airport immediately took action and has resolved the issue, an official statement said. The issue has now been resolved, and operations at the airport are running smoothly, the statement added. The disruption lasted from 1.45 am to 4.45am, officials said."
7769056512,aviation,"In Honolulu, medical situation in air traffic control room prompts airport flights to pause","Medical personnel attended to an employee in the air traffic control room. Normal operations have since resumed at Daniel K. Inouye International Airport, the FAA said. Flights were grounded from 12:25 p.m. to 1:09 p.M., a spokesperson for the Hawaii Department of Transportation said. Click here to read the latest news from the Hawaii DOT on Foxnews.com. Follow us on Twitter @foxnews and @CNNOpinion. Back to the page you came from."
7474622430,extreme_weather,"Delhi Sees Heavy Rain, Waterlogging In Several Areas","Several parts of Delhi saw waterlogging on Friday morning. Earlier on Thursday, rain coupled with thunderstorms lashed parts of the national capital. In view of the poor weather conditions, nine flights were diverted from Delhi to Jaipur airport on Wednesday. The weather forecast says light-intensity raindrizzle will occur over and adjoining areas of Yamunanagar, Kurukshetra, Karnal, Rajaund, Assandh, Safidon, Gohana, Rohtak, Mahendargarh."
7460081106,extreme_weather,California storm kills two as severe weather continues,"Latest storm across California come after months of heavy rain and snowfall that battered the western US state. High-wind warnings and advisories were in effect from the Mexico border through Los Angeles and up into the San Francisco Bay area. Wind gusts reached 122 kmh (76 mph) - a level classified as hurricane force by the National Weather Service. Mountain snow that forecasters said will be measured in feet fell on the central and southern parts of the state, as intense hail was reported in Sacramento."
7466485754,extreme_weather,An 'extremely dangerous tornado' strikes Georgia as 20 million Southerners are at risk of treacherous weather Sunday  CNN,"NEW: Georgia Gov. Brian Kemp declares a state of emergency. A large and extremely dangerous tornado strikes south of LaGrange, Georgia. No fatalities are immediately reported, but at least three people are injured. More than 20 million Southerners are at risk of severe storms Sunday, the National Weather Service says. The storms will push east into the Carolinas by Sunday afternoon, posing a threat of damaging winds.. 26 people were killed in a rash of violent storms across the South over the weekend, officials say."
7494530909,extreme_weather,"Flash flood emergency issued for Fort Lauderdale, surrounding areas after 10-14 inches of rainfall Wednesday  CNN","10 to 14 inches of rain has fallen across the area. An additional two to four inches are possible as heavy thunderstorms continue to move slowly. A flash flood emergency is the highest level of flood warning from the weather service. Officials have asked residents to remain off the roads and avoid traveling in Fort Lauderdale this evening. The flooding was impacting rush hour traffic and led to the closure of a tunnel, the city said. The Fort Lauderdale-Hollywood International Airport is currently closed due to ongoing flooding around the airport."
7460081473,extreme_weather,"'Bomb cyclone' wreaks havoc across California, killing 2","A dramatic drop in atmospheric pressure triggered the so-called bomb cyclone. The storm packed heavy rain and wind gusts of up to 90 mph that knocked down trees. Tens of thousands of utility customers lost power, according to officials. The powerful springtime storm is also being blamed for the derailment of an Amtrak train near Martinez, about 35 miles east of San Francisco. The winds were so strong in downtown San Francisco that it knocked out windows in high-rise buildings, sending shattered glass to the ground."
7471772060,extreme_weather,Nine Flights Diverted To Jaipur Amid Heavy Rains In Delhi,"A total of nine flights were diverted from the Delhi to Jaipur. Light rain and thunderstorm lashed the national capital in the evening. There were also winds gusting up to 40 kilometres per hour. Earlier, the IMD predicted a spell of rain and cloudy weather starting Wednesday night under the influence of the fresh western disturbance. The weather is expected to improve later in the day and into the night, IMD said. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details."
7495649232,extreme_weather,Terrifyingly powerful cyclone forces northwest Australia evacuations,"Tropical Storm Ilsa will cross the northwest Pilbara coast, where cyclones are common. It is expected to make landfall between the iron ore export town of Port Hedland and the Wallal Downs Station cattle ranch. The storm is projected to bring wind gusts of up to 196 miles per hour, according to meteorologists. The last category 5 storm in Australia was Cyclone Marcia in 2015, which caused hundreds of millions of dollars of damage in Queensland. The Category 5 Cyclone Veronica did not cross the Pilbara cost in March 2019, but damaged infrastructure and disrupted the region's mining industry."
7467712200,extreme_weather,Severe weather to impact Southeast following deadly tornadoes,"More severe weather is in the forecast today and through the work week for some of the same hard-hit areas. Today's risk spreads across the Gulf Coast, Southeast and Mid-Atlantic. The states of Texas, Louisiana, Mississippi, Alabama, Florida, Georgia and the Carolinas could see severe storms. Parts of the state could see up to 5 inches of rain through Thursday. Snow is also forecast over the next few days for the western YOU. Meanwhile, another powerful system is set to crash into California."
7461837728,extreme_weather,"Rare tornado rips through Los Angeles County, injuring 1 and tearing off roof","A rare twister damaged buildings in Montebello, California, on Tuesday. The National Weather Service said 17 structures were damaged, with 11 significantly impacted and red-tagged as uninhabitable. The tornado was an EF1, a measurement on the Enhanced Fujita Scale that indicates it had winds of 86 to 110 mph. It was the strongest tornado to hit the Los Angeles metropolitan area since March 1983, the weather service said. The agency said its path was 50 yards wide and that it was on the ground for two to three minutes."
7457812597,extreme_weather,"Maharashtra To Madhya Pradesh, Crops Destroyed Due To Unseasonal Rain","Unseasonal rains, hailstorms and strong winds have left fields of grains flattened and harvested fruits damaged and destroyed across several states. Chief ministers of affected states are now getting down to assessing the damage, so compensation can be paid to farmers. The weather department has advised farmers of Jharkhand, Bihar, Uttarakhand, Uttar Pradesh, Andhra Pradesh, Punjab and Haryana to postpone harvesting. In Rajasthan's Bundi, 60-year-old Prithviraj Bairwa had taken a loan of Rs 7 lakhs hoping to repay it with this year's harvest, but he took pesticides and died by suicide when he saw the damage."
7789746589,extreme_weather,Storm Babet Ireland latest rain warning as major flooding cuts power in Cork,"A month's worth of rainfall landed in just 24 hours in Munster. Floods caused significant road damage, strong waves destroyed part of the sea wall between Kinsalebeg and Youghal. Irish Rail cancelled services between CorkCobh and CorkMidleton. Schools closed and many businesses and homes forced to evacuate as major flooding destroyed their belongings. ESB crews are today working to restore power in the affected areas. Northern Ireland will also experience disruption with a status yellow rain alert issued for Antrim, Armagh, Down, Fermanagh, Tyrone and Derry."
7789280727,extreme_weather,Michael Moynihan: It is time for Cork to get a rain tsar,"Wednesday was a testing day for people living in the path of Storm Babet. Cork got a particularly bad lash from the storm, as readers are no doubt aware. Streets were flooded in and around Cork, with people reporting areas which had never been flooded before being inundated. The Defence Forces were called in to help people in Midleton, which was simply impassable, its main street under several feet of water. At the border of Cork and Waterford, the walls were collapsing along one stretch of the N25 by the sea."
7788928906,extreme_weather,Midleton flood 'worst in living memory' as historic East Cork pub under metre of water,"More than 100mm of rain fell from last night all the way through to this afternoon. Householders who were trapped in their homes had to be escorted out by emergency services. Water chest high in Midleton's Darling Buds pre-school, a spokesperson for the creche said that adults helped remove children by piggy back after staff and children became trapped inside. Parents had to wade through waters at the Educate Together National School to collect their children. All rail services between Cork and Cobh and Cork and Midleton were suspended due to water on the line."
7788899742,extreme_weather,Red alert as Storm Babet's 250mm rain expected to cause major flooding,"Met Office issues rare red weather warning for rain ahead of Storm Babet. Warning is in place for parts of Scotland from 6pm on Thursday until midday on Friday. Yellow alerts for rain cover eastern England and the rest of Scotland. The agency said the storm could cause exceptional rainfall reaching up to 250mm. Red warning states there is danger to life from fast flowing or deep floodwater in Aberdeenshire and Angus, with extensive flooding and road closures expected. Scotland's First Minister said that travel should be avoided unless absolutely essential."
7788702806,extreme_weather,What is a red weather warning?,"Met Office has issued a rare 'red weather warning' for parts of Scotland. Laurencekirk, Montrose and Forfar are among the towns covered by the alert. It comes into effect at 6pm tomorrow and is due to last until 12pm on Friday. communities warned of possible collapsing buildings, road closures, loss of power and extensive flooding. It is the first time a red warning has been issued for rain since Storm Dennis in 2020. Other parts of the country are facing amber and yellow weather warnings."
7788479697,extreme_weather,Storm Babet: Severe flooding in Glanmire and Midleton as Defence Forces called to Cork to help,Cork and Kerry have seen severe flooding after a status orange weather warning was issued for the counties overnight. Cork East TD James O'Connor confirmed that the army was to be deployed. Over a month's worth of rainfall has fallen in the past 24 hours at some weather stations around Cork and Kerry. Many roads in and around the town have been deemed unpassable. Irish Rail confirmed that due to flooding on the line services between CorkCobh and CorkMidleton are suspended until further notice.
7770140910,extreme_weather,Heavy rains and floods kill 6 people in Sri Lanka,"Strong monsoon rains have been pounding the Indian Ocean nation for more than a week. On Friday, a large tree fell on a moving bus in Colombo, killing five people. Separately, one person died when a rock fell on his house during a mudslide. The floods and mudslides damaged hundreds of houses in 12 districts and affected more than 50,000 people, an official says. more than 1,473 families were moved to temporary shelters, the Disaster Management Center says."
7769970351,extreme_weather,Death toll from Himalayan glacial lake flooding increased to 40,"The Lhonak Lake in the mountainous northeastern state of Sikkim overflowed on Wednesday. A cloudburst triggered torrential rains and an apparent avalanche, causing major flooding in the Teesta river. Authorities said the latest disaster, which came ahead of a popular festive and tourism season in the scenic state, had impacted the lives of 22,000 people. Officials in the neighbouring downstream state of West Bengal told Reuters that emergency teams recovered another 22 bodies that had been washed away. The death toll had been put at 18 on Thursday evening."
7493998389,extreme_weather,"Southern New Jersey wildfire grows to nearly 4,000 acres after sparking '200-foot flames'  CNN","Jimmy's Waterhole Fire was 50 contained and had burned 3,859 acres as of Wednesday morning. It was just 500 acres at 10 p.m. Tuesday, according to the New Jersey Forest Fire Service. About 170 structures in the Manchester Township area were evacuated Tuesday night. All residents have since been allowed to return home, Manchester Police Chief Robert Dolan said. No structures are damaged and no injuries have been reported, officials said.. There is an elevated risk for wildfire spread across New Jersey and Delaware on Wednesday. Low humidity and dry fuels are also  expected."
7463789832,extreme_weather,"Suspected tornado touches down in north Texas, no injuries reported","Authorities say a suspected tornado touched down early Friday in north Texas. A storm system threatens to spawn tornadoes in Arkansas, Louisiana, Mississippi and Tennessee later in the day. The weather service's Storm Prediction Center has forecast severe weather through Friday evening primarily from the lower Mississippi Valley to the lower Ohio Valley. The greatest risk of tornadoes includes an area from eastern Arkansas, northern Louisiana, western Mississippi and western Tennessee. The storm system is expected to move east of the region by early Friday afternoon."
7491491835,extreme_weather,"Smog, Grey Clouds Engulf Beijing As Sandstorms Return To China","Beijing has seen regular air pollution and an unseasonal number of sandstorms over few weeks. The concentration of fine particulates in the air in Beijing is currently 46.2 times the World Health Organization's annual air quality guideline value. A dozen provinces, including Shaanxi, Shanxi, Hebei, Shandong, Jiangsu, Anhui, Henan and Hubei, Inner Mongolia and metropolis Shanghai, will be affected by sandstorms and major dust until 8 a.m. (0000 GMT) Wednesday."
7458161283,extreme_weather,Is this normal? California is facing its 12th atmospheric river this winter following a historic drought  CNN,"California is bracing for yet another powerful, atmospheric river storm this week. This is an unusually high number of storms this winter in California, a climate scientist says. Many welcomed this winter's heavy rain and snow since it was so desperately needed to replenish the state's reservoirs and groundwater. But the storms kept coming, and now California is facing its 12th significant atmospheric river since late December. The state has seen 29 such storms so far this season, a meteorologist at Scripps Institution of Oceanography says."
7475520801,extreme_weather,"Midwest, South brace for massive storms, possible Mississippi-style tornado repeat","More than 85 million people were under weather advisories Friday as the National Weather Service's Storm Prediction Center forecast an unusually large outbreak of thunderstorms. The area at greatest risk for storms on Friday follows a large stretch of the Mississippi River from Wisconsin all the way to Mississippi. Forecasters issued tornado watches over both high-risk regions until Friday evening, with the weather service expecting numerous tornadoes. Ping pong ball-sized hail was reported in Missouri, Arkansas and Iowa. The intense supercell thunderstorms are only expected to become more common, especially in Southern states, as temperatures rise around the world."
7481457679,extreme_weather,7 Tourists Dead In Massive Avalanche Near High Mountain Pass In Sikkim,"Seven people, including a child and a woman, have been killed after a massive avalanche near Sikkim's Nathu La mountain pass today. 23 tourists rescued till 4 PM including 6 from deep valley and shifted to nearby medical facilities of Indian Army. Search operation was called off in the evening due to inclement weather. Prime Minister Narendra Modi tweeted saying all possible assistance is being provided to those affected and that he was distressed by the tragedy. The avalanche struck around 11.10 AM at 15th Mile in Jawaharlal Nehru road connecting Gangtok with NathU La."
7469836390,extreme_weather,"6.1 Magnitude Earthquake Hits Japan, No Tsunami Warning Yet","The quake hit at 6:18 pm (0918 GMT) at a depth of 20 kilometres (12 miles) The US Geological Survey put the magnitude of the quake at 6.2. Major Japanese media outlets carried no immediate reports of damage or injuries. Earthquakes are common in Japan, which sits on the Pacific Ring of Fire, an arc of intense seismic activity that stretches through Southeast Asia and across the Pacific basin. The country has strict construction regulations intended to ensure buildings can withstand strong earthquakes."
7479278933,extreme_weather,"Another storm forecast to sweep US with tornadoes, damaging winds, hail","Some 50 million Americans across 19 states are on alert for severe weather. There were 59 tornadoes confirmed across 11 states over the weekend, from Arkansas to New Jersey. A tornado watch remains in effect until 11 a.m. CT on Monday for parts of southwestern Alabama, the western Florida Panhandle, southeastern Mississippi and nearby coastal waters. Another massive storm is brewing in the West, with blizzard warnings and winter storm alerts stretching from the Rocky Mountains to the western Great Lakes. Local snowfall amounts could accumulate to 4 feet in the Rockies."
7468243800,extreme_weather,FOX Corporation donates 1 million to American Red Cross to support Southern states hit by deadly tornadoes,"The American Red Cross will provide aid and resources including water, medical supplies, and housing support to those impacted by the recent tornadoes. At least 25 people were killed and dozens of others were injured in Mississippi. President Biden declared a major emergency in Mississippi and made federal aid available to the state early Sunday. The National Weather Service said the tornado that devastated the Mississippi Delta town of Rolling Fork Friday night was given an EF-4 rating. Hundreds of people have been displaced after the twister flattened entire blocks, obliterated houses, flipped over cars and ripped a steeple off a church."
7458266750,extreme_weather,"Major storm to bring more rain, damaging winds and heavy snow to California","Heavy rain is expected to move into the San Francisco Bay area, Los Angeles and San Diego. Flood watches have been issued for California, Nevada and Arizona. The storm will then move east on Wednesday night, bringing heavy snow to the Rocky Mountains and 3 to 4 feet of snow to southern Colorado. The same storm system will bring severe weather across the south by Thursday and Friday. Cities in the path of the storm include Dallas, Alexandria, Louisiana; Jackson, Mississippi; Nashville and Birmingham, Alabama."
7456281450,extreme_weather,"West facing heavy rain, snow before severe weather heads east","Heavy rain and mountain snow will move into the West starting Tuesday. The worst of the weather will target California with high winds, the risk of flooding and feet of higher-elevation snow. Some of that energy will produce strong to severe weather Thursday and Friday for the South and Southeast. A stretch of Texas and Oklahoma are likely to face severe storms. The National Weather Service has issued a freeze warning for much of the U.S. eastern seaboard and northern New England. The freeze warning extends as far south as the Gulf Coast."
7477089153,extreme_weather,"Colorado wildfire burns over 1,200 acres, homes evacuated","A wind-whipped wildfire in Colorado has spread across more than 1,286 acres across terrain, forcing evacuations of at least 100 homes and putting others on notice. As of Saturday afternoon, the fire was about 25 contained, the Teller County Sheriff's Office (TCSO) shared. A fire watch and red flag warning remained in effect until Saturday, April 1 at 8 p.m. The fire, dubbed the 403 fire, is being classified as human-caused, the sheriff's office said in a press conference Friday."
7796075430,extreme_weather,Storm Babet aftermath still hitting hard with roads shut,"Storm Babet made its way north up to Scotland by Saturday afternoon. But Leicestershire is still suffering with disruption from the storm. Flood alerts and warnings are still in place in the county, affecting areas such as Loughborough, Quorn, and Melton. Rail services are also affected with lines around the country flooded. The Environment Agency and other services continue to monitor river levels throughout the day, with updates to be expected from them through the day. The storm caused widespread flooding and disruption across England and Wales."
7797080684,extreme_weather,In Pictures: Storm Babet Clear-Up Continues Amid Warning Of More Rain,"Met Office has issued yellow weather warnings for heavy rain between 3am and 4pm on Tuesday. Yellow warning also issued for parts of south west Wales, where deluge is predicted from 5pm on Monday until just before midnight. Environment Agency issued more than 200 flood warnings and said major rivers could remain flooded until Tuesday. Police said on Sunday that a fourth person has died in Britain during a storm that pounded the UK and northern Europe with gale-force winds and torrential rain. Since Thursday, at least five people have died in the storm - named Babet by the Met Office."
7770140910,extreme_weather,Heavy rains and floods kill 6 people in Sri Lanka,"Strong monsoon rains have been pounding the Indian Ocean nation for more than a week. On Friday, a large tree fell on a moving bus in Colombo, killing five people. Separately, one person died when a rock fell on his house during a mudslide. The floods and mudslides damaged hundreds of houses in 12 districts and affected more than 50,000 people, an official says. more than 1,473 families were moved to temporary shelters, the Disaster Management Center says."
7769970351,extreme_weather,Death toll from Himalayan glacial lake flooding increased to 40,"The Lhonak Lake in the mountainous northeastern state of Sikkim overflowed on Wednesday. A cloudburst triggered torrential rains and an apparent avalanche, causing major flooding in the Teesta river. Authorities said the latest disaster, which came ahead of a popular festive and tourism season in the scenic state, had impacted the lives of 22,000 people. Officials in the neighbouring downstream state of West Bengal told Reuters that emergency teams recovered another 22 bodies that had been washed away. The death toll had been put at 18 on Thursday evening."
7496528054,extreme_weather,"Weather Today (April 14): Isolated Rain over Maharashtra, Uttarakhand, Sikkim  Weather.com","Maximum temperatures are expected to reach 40C or higher locally in Punjab, Haryana, Rajasthan, Gujarat, Uttar Pradesh, Madhya Pradesh, Maharashtra, Bihar, Jharkhand, Gangetic West Bengal, Chhattisgarh, Odisha, Telangana, and Andhra Pradesh. A fresh Western Disturbance is expected to affect the West Himalayan region starting Saturday, and intensify further as we head into the next week. Isolated to scattered rains with thunderstorms and lightning may pelt Himachal Pradesh and Uttarakhand."
7494707294,extreme_weather,"Weather Today (April 13): Heatwave to Impact Odisha, Gangetic West Bengal  Weather.com","A fresh Western Disturbance will likely affect the Western Himalayan Region from April 15. Heatwave conditions are expected at isolated pockets over Gangetic West Bengal and Odisha. Strong surface winds, speeding up to 25-35 kmph, may prevail over Haryana and Uttar Pradesh during the next 24 hours. Isolated hailstorms are likely over Madhya Maharashtra on April 13-14, Konkan on April13, and Marathawada on April 14. The weather is expected to improve over the next few days."
7477691780,extreme_weather,"A long-dormant lake has reappeared in California, bringing havoc along with it"," months of atmospheric river storms have pummeled California's Tulare Basin. The rains have led to floods that damaged towns and deluged farms. The floods have pitted neighboring property owners against one another. Experts say a monthslong, slow-burning crisis will play out next: A historic snowpack looms in the mountains above the basin -- as it melts, it is likely to put downstream communities through months of torment.. The flooding follows several years of extreme drought. The influence of climate change can make the state's extremes more intense."
7502092195,extreme_weather,"Severe Storms With Hail, Winds In Plains, South  Weather.com","Severe thunderstorms are expected to flare up later this week in parts of the Plains, South and Mississippi Valley. Large hail and perhaps a strong wind gust are the main concerns if any of these storms can punch through an inhibiting cap. We are not anticipating a widespread outbreak of severe weather like we witnessed in late March and into the first half of April. But the ingredients will be in place to generate at least some thunderstorms that could pack a punch. The majority of thesestorms should flare up Wednesday evening and night."
