URI,class_name,title,text
7774994802,aviation,Flights grounded at major airport after 'threat of attack on aircraft',"Hamburg Airport has been locked down and authorities have searched a plane with 198 passengers from Tehran, Iran. The German air force said on X it had escorted the plane to the airport after it entered the country's airspace due to a bomb threat. Flights were grounded for about an hour, with no arrivals or departures to and from the airport, but operations resumed at around 1.20pm. Passengers have been warned that there could still be delays due to the earlier disruption. The threat of an attack was made via email against the plane."
7774643908,aviation,Bacolod-Silay Airport tightens security,"The Bacolod-Silay Airport (BSA) in Negros Occidental is implementing stricter security protocols. Tighter security was imposed after the Civil Aviation Authority of the Philippines (CAAP) placed all 42 commercial airports in the country on heightened security alert. Air Traffic Service received a warning via electronic mail that aircraft from Manila bound to Puerto Princesa City, Mactan-Cebu, Bicol, and Davao International Airports are about to be set off by a bomb."
7771213964,aviation,Plane crashes into tree near Chilliwack Airport - BECAUSE  Globalnews.ca,"The plane appears to have crashed behind the Chilliwack Motor Inn. It is unknown at this time how many people were on board the plane or if there were any injuries. According to Transport Canada, the plane is a Piper model PA-34-200. The crash happened near the Elements Casino and the airport in Chilliwacking, B.C. The plane crashed on private property, according to staff at the Chillwack Airport. The incident is under investigation by the RCMP, Fire and Rescue Services and paramedics."
7769609693,aviation,Queenstown Airport cleared to reopen after alert,"Queenstown Airport has been given the all clear to reopen after an earlier security scare. The airport said it was advised by the defence force explosive ordnance unit that it was safe to reopen. Earlier, passengers had to be evacuated and incoming aircraft diverted as authorities dealt with the alert. Air New Zealand said it had cancelled 10 flights as a result of the situation - four inbound and six outbound. A police cordon is in place and the public cannot access airport car parks A and B or the terminal at present."
7769543965,aviation,Queenstown Airport evacuated after alert,"Queenstown Airport evacuated and incoming aircraft diverted. Air New Zealand said so far it had cancelled 10 flights as a result of the situation - four inbound and six outbound. The airport has requested that passengers and members of the public stay away from the airport until it had been given clearance to reopen. A police cordon is in place and the public cannot access airport car parks A and B or the terminal at present. About 250 people have moved to the Queenstown Events Centre, where food, drinks and activities have been provided."
7769531847,aviation,Queenstown Airport evacuated after threat,Queenstown Airport evacuated and incoming aircraft diverted. Police received a report of what appeared to be an explosive device. Air New Zealand said so far it had cancelled 10 flights as a result of the situation - four inbound and six outbound. The airport said it activated its emergency security protocols shortly after 8.30am and emergency services were called. Police said NZDF Explosive Ordnance Disposal unit had been notified and would respond. All passengers due to depart on Friday or picking up passengers from incoming flights are asked not to come to the airport until told otherwise.
7769635114,aviation,Queenstown Airport reopens after alert,"Queenstown Airport has now reopened after an earlier security scare. The airport said it was advised by the defence force explosive ordnance unit that some suspiscious items were not a threat and it was safe to reopen. Air New Zealand said it had cancelled 10 flights as a result of the situation - four inbound and six outbound. A police cordon is in place and the public cannot access airport car parks A and B or the terminal at present. About 250 people have moved to the Queenstown Events Centre, where food, drinks and activities have been provided."
7769833065,aviation,Ski boot warmer sparked Queenstown Airport bomb scare,"A ski boot warmer sparked a bomb scare at Queenstown Airport on Friday morning. It was spotted during screening of checked luggage about 8.40am. Police examined the image and contacted the New Zealand Defence Force, which also believed the object was suspicious. The Explosive Ordnance Disposal unit was flown to the airport by helicopter from Christchurch. The unit deemed the reported items posed no threat, and the airport reopened at 3pm. About 250 passengers were taken by bus to the Queenstown Events Centre, near the airport, and provided with food, drinks and activities."
7770153201,aviation,"Mactan airport, all commercial air strips on heightened alert following bomb threat  Cebu Daily News","The Air Traffic Service received a bomb threat via electronic mail (email) on Friday. The email claimed that aircraft from Manila, going to Puerto Princesa, Mactan-Cebu, Bicol, and Davao international airports would be set off by a bomb. The Civil Aviation Authority of the Philippines immediately put all 42 commercial airports in the country on heightened alert and ordered the deployment of additional security personnel. Stringent access control procedures for both personnel and vehicles will be implemented."
7771082879,aviation,Revealed: Surprising item behind bomb scare at Queenstown Airport,"A bomb threat sparked evacuations and lockdowns at Queenstown Airport yesterday. Multiple flights were cancelled and people were taken to Queenstown Events Centre before the New Zealand Defence Force bomb squad arrived. The airport was closed from 8.40am to 3pm yesterday. About 250 passengers were transported by bus to the Queenstown events Centre, near the airport, and were provided with food, drinks and activities until the airport reopened. The device was packed next to a computer inside the bag and it looked highly suspicious and risky."
7774643908,aviation,Bacolod-Silay Airport tightens security,"The Bacolod-Silay Airport (BSA) in Negros Occidental is implementing stricter security protocols. Tighter security was imposed after the Civil Aviation Authority of the Philippines (CAAP) placed all 42 commercial airports in the country on heightened security alert. Air Traffic Service received a warning via electronic mail that aircraft from Manila bound to Puerto Princesa City, Mactan-Cebu, Bicol, and Davao International Airports are about to be set off by a bomb."
7774994802,aviation,Flights grounded at major airport after 'threat of attack on aircraft',"Hamburg Airport has been locked down and authorities have searched a plane with 198 passengers from Tehran, Iran. The German air force said on X it had escorted the plane to the airport after it entered the country's airspace due to a bomb threat. Flights were grounded for about an hour, with no arrivals or departures to and from the airport, but operations resumed at around 1.20pm. Passengers have been warned that there could still be delays due to the earlier disruption. The threat of an attack was made via email against the plane."
7774986320,aviation,Shannon Airport reopens after temporary closure due to heavy fog,"Shannon Airport was forced to temporarily close this Monday morning due to heavy fog conditions. Some disruptions are expected to continue to the flight schedule throughout the rest of the day as a result of the earlier closure. The airport has advised passengers to check their flight status directly with the airline in advance of travelling. The poor visibility conditions also coincided with essential taxiway maintenance work. Shannon Airport have apologised for the disruptions, and said they regret any inconvenience this may cause to our passengers. Our airport staff and airline partners will continue to work to minimise any further delays or disruptions."
7774603110,aviation,Shannon Airport closed due to fog  Newstalk,Shannon Airport remains temporarily closed this morning due to heavy fog. It shut at around 11pm last night as a result of unexpected heavy fog during a period of essential taxiway maintenance work. The airport has warned that flights may be cancelled or delayed this morning. It is expected to re-open later as soon as the fog clears. Passengers are being advised check with their airline for the most up-to-date flight information. Click here for the latest Shannon Airport news and conditions.
7774678669,aviation,Flights disrupted as Shannon Airport closes due to heavy fog,"Dense fog forced authorities to close the airport after visibility dropped below safe operating limits. All outbound services were immediately cancelled while any flights were advised of the situation and diverted to Dublin Airport. Flights in and out of Shannon remain cancelled on Monday morning while the airport is not expected to reopen until later in the day when weather conditions improve. It is very rare that Shannon is forced to closed as a result of poor visibility. Usually Shannon is the airport that handles flights from Cork, Knock and Dublin when visibility is poor there."
7774516341,aviation,Shannon Airport announces temporary closure,"Shannon Airport has announced it will be temporarily closed. The airport has been forced to close due to unexpected heavy fog conditions. Passengers are being advised to check their flight status before travelling to the airport today. The runway is expected to reopen later this morning once the fog clears, subject to weather conditions. The statement continued: As a result, flights in and out of Shannon Airport may be cancelled or delayed this morning, Monday 9th October. It is expected that the runway will reopen later today."
7775103723,aviation,Ben Gurion Airport Stays Open as Foreign Airlines Cancel Flights,"Both Ben Gurion airport and Ramon airport near Eilat are open and operating for both inbound and outbound flights. Many foreign carriers including Lufthansa, Air France and Wizz Air have cancelled all flights to and from Israel. Passengers wishing to cancel flights can do so within 14 business days of booking the flight but are required to pay a 5 or NIS 100 cancellation fee. Extra flights have been added to Bucharest, Prague and Athens for Israelis wishing to return home."
7774504853,aviation,Urgent warning for passengers as Irish airport closes due to 'heavy fog',"Flights in and out of Shannon Airport may be delayed or cancelled this morning. The airport closed last night at 11pm due to unexpected heavy fog. Flights are expected to resume later this morning, depending on weather conditions. Weather chiefs at Met Eireann said the fog and mist should clear as the day progresses. It will be largely dry today apart from a little patchy rain across Ulster. Mist and fog in many areas this morning will gradually clear with hazy sunshine developing. However, staying misty in some coastal areas throughout the day."
7774592141,aviation,Shannon Airport closed due to heavy fog - The Clare Herald,"Dense fog forced airport authorities to close the airport at 11.00pm last night. All outbound services were immediately cancelled while any inbound flights were advised of the situation and diverted to Dublin Airport. Flights in and out of Shannon remain cancelled this morning while the airport is not expected to reopen until later this morning when weather conditions improve. It is very rare that Shannon is forced to closed as a result of poor visibility and is usually the airport that handles flights from Cork, Knock and Dublin airports when visibility is poor."
7775421116,aviation,Hamburg Airport closed after bomb scare. Know in detail what happened,Hamburg Airport in Germany came to a standstill for about 90 minutes on Monday. Authorities suspended all flights after they received a credible threat to a specific flight coming from Tehran. German Air Force claims to have escorted a civilian airplane after a bomb scare. The airport authorities also received an email containing a serious threat. Know the entire incident. The bomb scare came at a time when more than one thousand people have been killed and thousands of others have been injured in the battle between Israel Defense Forces and Hamas.
7775017692,aviation,"Hamburg Airport shut down on October 9, 2023 - risk of an attack on the plane from Tehran - latest news","Hamburg International Airport in Germany has been closed in an emergency on the afternoon of October 9. The reason for this decision is the fear of a possible attack on the plane that arrived in the morning from Tehran. The flight from the Iranian capital landed in Hamburg at about 12:20 p.m. and is now in a special zone. The 198 passengers and 16 crew members have already left the plane and are now undergoing security checks in a separate area. There may be flight delays. Please follow the status of your flight, the airline's employees addressed passengers."
7775159998,aviation,Shannon Airport reopens after closing due to heavy fog  Beat102103.com,"Heavy fog forced Shannon Airport to close at 11pm last night. Ryanair flights to Stansted, Liverpool, Edinburgh, Malta, and Porto were all impacted. Two Aer Lingus services from New York and Boston due into Shannon earlier this morning were diverted to Dublin. Shannon Airport has reopened following its temporary closure. There will be some disruptions to the flight schedule throughout the day. We regret any inconvenience this may cause to our passengers. Passengers traveling today are advised to check with their airlines for up-to-date information."
7774674557,aviation,Shannon Airport closed this morning due to heavy fog  Shannonside.ie,"Eight flights since last night had to be diverted from Shannon to Dublin. Three flights due to leave last night were cancelled and passengers due to fly to London Heathrow this morning were bussed. Other departures this morning have been delayed and passengers are asked to check with their airline before heading to the airport. The airport is closed this morning due to heavy fog affecting maintenance works, with the operator saying they expect the airport to reopen soon. It is not known when the airport will re-open."
7774610805,aviation,Shannon Airport closes because of heavy fog as flights cancelled and diverted,"Dense fog forced airport authorities to close the airport after visibility dropped below safe operating limits last night. All outbound service were immediately cancelled while any flights were advised of the situation and diverted to Dublin Airport. Flights in and an out of Shannon remain cancelled this morning while the airport is not expected to reopen until later this morning when weather conditions improve. It is very rare that Shannon is forced to closed as a result of poor visibility and is usually the airport that handles flights from Cork, Knock and Dublin airports."
7775048834,aviation,Hamburg airport restarts its activity after being closed due to an attack threat,"Hamburg airport was closed for more than an hour due to a threat of attack on a flight from Tehran (Iran) The German federal police ordered the closure from 12:40 p.m. after an email was received warning of an attack on said flight. The plane landed at 12:20 p.M. and has been set aside for inspection, while the 214 people traveling on board have undergone checks. The airport warns that this closure will cause delays in operations throughout the day, so it recommends travelers check the status of their flights."
7777553157,aviation,Flights suspended as major fire breaks out at London Luton airport,Flights at London Luton Airport have been suspended due to a car fire. Eyewitnesses said the car park 'exploded into flames' and described the scene as 'scary' Passengers claim flights on the tarmac are being disembarked and they have been told the airport has closed. Other eyewitnesses have reported on social media that roads near the airport are also closed. The fire is believed to have been started by a car in Terminal Car Park 2. The airport has asked that people do not travel to the airport at this time.
7777569791,aviation,Huge fire engulfs Luton airport car park as flights suspended,"A huge blaze has engulfed a car park at Luton Airport. The inferno erupted on top of the building on Tuesday evening (October 10) All flights are suspended and people are asked not to travel to the airport. Roads around the airport were also reportedly being closed, while passengers are reportedly being disembarked from planes. One witness told the Mirror of the big, big smokestacks and the noise of fire alarms going crazy as well as constant bangs. The airport has said all flights are currently suspended as the emergency services respond."
7777648252,aviation,London: Fire at Luton airport car park prompts flight suspension,"A fire erupted on the top floor of a multi-story car park at Luton Airport. Eyewitnesses described the scene as chaotic, with cars exploding as the fire rapidly spread through multiple levels. The incident led to the suspension of all flights and restricted access to the airport. Emergency services remained on the scene, with more resources, including the Hazardous Area Response Team, en route to manage the situation. Despite the alarming visuals, there were no reported casualties. The fire was extinguished around 11:15pm."
7777808831,aviation,London's Luton airport suspends flights due to huge ablaze in car parking area,"All flights are suspended until 12 pm on Wednesday 11th October, as emergency services respond to a fire in terminal car park 2. One half of the structure was fully involved in fire and the building suffered a significant structural collapse. No major casualties were reported, but one member of the public and six firefighters were affected by smoke inhalation. Britain's easyJet, whose flights operate from Luton airport, said airlines are currently experiencing some disruption to their flying programmes. Hungarian Wizz Air and Europe's Ryanair did not immediately respond to Reuters' request for comment."
7777792515,aviation,London Luton airport suspends flights due to fire in car park,"Britain's London Luton Airport suspended all flights late on Tuesday as a fire started in a car in one of its multi-storey car parks. No major casualties were reported, but one member of the public and six firefighters were affected by smoke inhalation. Britain's easyJet, whose flights operate from Luton airport, said airlines are currently experiencing some disruption to their flying programmes. Hungarian Wizz Air and Europe's Ryanair, which are also among the airlines that fly through Luton, did not immediately respond to a request for comment."
7777706563,aviation,London Luton airport suspends flights due to fire in car park  Business,"Britain's London Luton Airport suspended all flights late on Tuesday as a fire started in a car in one of its multi-storey car parks. There were huge flames in the car park as emergency services responded to the fire, Reuters images show. The fire involved numerous cars in terminal car park 2, the Bedfordshire fire department said. No major casualties were reported, but one member of the public and six firefighters were affected by smoke inhalation, the East England Ambulance Service said."
7758022797,aviation,44 flights cancelled at Bengaluru airport due to statewide bandh," statewide bandh in Karnataka, called by the Kannada Okkoota, resulted in the cancellation of 44 flights at Bengaluru's Kempegowda International Airport. The bandh received a good response in Bengaluru and other southern parts of the state, leading to disruption in normal life. Prohibitory orders were imposed in several districts, and schools and colleges were closed. Most of the shops, business establishments and eateries in Cauvery basin districts such as Mandya in southern part of the State downed their shutters."
7758289556,aviation,Karnataka bandh: List of flights cancelled to and from Bengaluru Airport,"A total of 44 flights were cancelled to and from Bengaluru airport in view of the statewide bandh called by the pro-Kannada outfits over the Cauvery water issue on Friday (September 29) According to sources, out of the 44 flights, 22 were inbound while the remaining were outbound. Several flights were scheduled to come in from Delhi, Mumbai, Kolkata and Mangaluru, among other locations. The bandh will be in place from 6 am to 6 pm."
7755132797,aviation,This London airport is reducing flights again due to Covid-19,"Gatwick Airport has reduced the number of operational flights due to an outbreak of COVID-19. The pandemic affected the staff of air traffic control and consequently, the airport set a daily limit of 800 flights. The measures will stay in place until Sunday and National Air Traffic Services (NATS) confirmed that the decision was taken given the levels of sickness experienced over the last few weeks. On September 25th, 50 flights to and from the London airport were cancelled or diverted; EasyJet made the most cancellations, with 42 flights affected."
7784403359,aviation,Air Traffic to Resume at Aleppo Airport After Israeli Strike - The Media Line,"Flights at Aleppo International Airport are expected to resume on Monday. An Israeli missile hit the airport on Saturday, while repairs were being carried out from a previous missile strike on Thursday. The international airport in the capital, Damascus, was also hit on Thursday and is still undergoing extensive rebuilding. The Transport Ministry recommended that flights reroute through Aleppo or Latakia. The Israeli strikes came against the background of the current Israel-Hamas war. It is not known if the Israeli strikes will have an impact on the Syrian conflict."
7401279789,aviation,30 of Thursday's Flights at Paris Orly Airport to Be Canceled Over Strikes,"Orly Airport has asked air carriers to cancel 30 of flights on Thursday because of the mobilization of air traffic controllers against the pension reform. French Prime Minister Elisabeth Borne presented a draft pension reform legislation, which the government plans to implement in September 2023. According to Borne's plan, the French government will begin to raise the retirement age in the country by three months per year from September 1, gradually increasing it from the current age of 62 to 64 by 2030. The first general strike against the pensions reform plan took place on January 19 and gathered over a million people nationwide."
7405996862,aviation,Passengers took a 16-hour flight to nowhere after their plane to New York YOU-turned because of an electrical fire at JFK Airport,"An Air New Zealand flight bound for New York on Thursday was forced to make a YOU-turn and head back to Auckland Airport in New Zealand. An electrical failure in the terminal caused an outage and a small isolated fire, per JFK Airport. Passengers spent 16 hours on the plane only to return to the airport where they took off. The incident meant that inbound and outbound flights were affected, the airport tweeted on Thursday, and remained shut on Friday. The Air New NZ spokesperson said the airline apologized for the disruption caused."
7402259886,aviation,Frankfurt airport halts most landings amid Lufthansa IT problems  7 points,Lufthansa forced to cancel or delay flights across its airlines. Air traffic control agency forced to divert or cancel all flights away from Frankfurt airport. Airline's aircraft could no longer depart from Frankfurt Airport. This meant no parking positions were available for other aircraft. Frankfurt Airport said that technical problems were causing flight disruptions and cancellations. Please check the status of your flight before traveling to the airport and allow extra time for your journey. We also recommend that you check in as early as possible for your flight.
7412762767,aviation,Drone activity leads to flight disruption at Dublin Airport on Tuesday evening,"Small unmanned aircraft was first spotted on the north side of the airport campus. The disruption lasted from exactly 8.22pm to 8.52pm. No flights were diverted from the airport during the 30 minute suspension. An unknown number of flights were grounded in the UK, but it remains too early to ascertain any potential knock-on effects to schedules. Later, management tweeted: ...we would remind drone users that it is illegal to fly a drone within 5km of Dublin Airport. Severe punishments must follow for anyone found guilty."
7430022659,aviation,"All flights grounded at airport near Penn State University over suspicious device, 100 passengers bused to campus  CNN","NEW: The Federal Aviation Administration issues a ground stop for the airport. A suspicious looking item was detected by TSA officers in a checked back. The immediate area was evacuated and a perimeter established. About 100 passengers were bused to the nearby Penn State University campus, where they were offered shelter and given food. The airport closure took place as Penn State students were gearing up for their Spring Break travel plans next week.. The general passenger terminal at the airport was evacuated out of an abundance of caution, police said."
7436851985,aviation,Flights diverted to Birmingham Airport as heavy snow hits UK,"Planes from Bristol Airport were suspended due to adverse weather conditions until 11am on March 8. At least 27 flights which were due to depart from the airport on Wednesday morning were affected. Birmingham Airport was running as normal and said they were well prepared to deal with any disruption caused by the snow. Mainly light snow has fallen across parts of Birmingham, the Black Country and Staffordshire today. A severe weather alert has been issued by the National Highways. It says that snow will continue to affect the West Midlands from 3pm to midnight."
7434753160,aviation,Pre-Dawn Israeli Airstrike Knocks Out Airport In Syria's 2nd City,"Israeli warplanes struck Aleppo airport before dawn Tuesday, causing significant damage. The airport has been a major conduit for aid flights since a February 6 earthquake devastated swathes of southeastern Turkey and neighbouring Syria. Israel has attacked Aleppo airport several times in recent years, with a strike last September putting it out of service for a few days. It marked the second Israeli attack on government-held areas since the devastating quake struck Turkey and Syria, killing more than 50,000 people in the two countries. On February 19, an Israeli strike killed 15 people in a Damascus district housing state security agencies."
7434329613,aviation,Syria to re-route quake aid flights after strike on Aleppo airport  Business,"Syria's transport ministry said on Tuesday it would re-route flights carrying earthquake aid following an overnight aerial attack. It said flights would now land in either Damascus or Latakia airports. Dozens of planes carrying aid from the Middle East, Europe and further afield have landed in Syria following the devastating February 6 earthquakes. Syrian state media said Israel carried out the attack on the northern airport. The Israeli military declined to comment on the claim. The attack put Aleppo International Airport out of commission on Monday."
7788634813,aviation,Airlines rage about bank holiday Monday air-traffic control meltdown,"Main and back-up computer systems that normally assist air-traffic controllers failed around 8.30am on the morning of 28 August 2023. The failures led to more than 2,000 flight cancellations, affecting over 300,000 passengers. The because was later found to be a rogue flight plan for a French aircraft flying from Los Angeles to Paris, which contained duplicate waypoints. Nats engineers solved the previously unknown problem about eight hours later. Mr O'Leary described the Nats boss as vastly overpaid and incompetent and said Mr Rolfe should resign or be sacked."
7788281177,aviation,Lille Airport In France Evacuated Due To Bomb Scare,"The Lille airport in northern France is being evacuated due to a bomb scare. State security teams are on site, the airport said. France is on its highest state of alert after the October 13 murder of a teacher in a suspected Islamist attack. On Tuesday, the Palace of Versailles, one of France's main tourist sites, was closed for a few hours, due to its second security scare in four days. The airport said on Wednesday on social media platform X that it was being evacuated."
7788114805,aviation,Lille airport in northern France evacuated due to bomb scare  Technology,"Lille airport in northern France is being evacuated due to a bomb scare. State security teams are on site, the airport said. On Tuesday, the Palace of Versailles, one of France's main tourist sites, was closed for a few hours, due to its second security scare in four days. France is on its highest state of alert after the October 13 murder of a teacher in a suspected Islamist attack. The Toulouse, Nice and Lyon airports were also evacuated on Wednesday due to security alerts."
7787168971,aviation,Suspicious package on plane forces closure at Manchester airport,"Manchester airport forced to close its airfield on Tuesday evening. Police investigated an Emirates flight after reports of a suspicious package. Aircraft took off at about 2.30pm from Dubai and landed at 7.55pm. Greater Manchester police said no suspicious items had been discovered. Passengers have now disembarked the aircraft with extra officers on hand to answer any questions and offer visible reassurance. No arrests have been made at this stage, police said. Emirates airline said crew and ground teams cooperated fully with the authorities."
2023-10-122206977,aviation,"No Flights From Mumbai Airport, Both Runways Shut Today  Details","Both runways -- RWY 0927 and RWY 1432 -- will be temporarily non-operational on October 17. This scheduled temporary closure is part of CSMIA's annual post-monsoon preventive maintenance plan. A Notice to Airmen (NOTAM) has also been duly issued in this regard six months in advance, a statement by the CSMia spokesperson said, as per the Network18 report. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details."
7769833065,aviation,Ski boot warmer sparked Queenstown Airport bomb scare,"A ski boot warmer sparked a bomb scare at Queenstown Airport on Friday morning. It was spotted during screening of checked luggage about 8.40am. Police examined the image and contacted the New Zealand Defence Force, which also believed the object was suspicious. The Explosive Ordnance Disposal unit was flown to the airport by helicopter from Christchurch. The unit deemed the reported items posed no threat, and the airport reopened at 3pm. About 250 passengers were taken by bus to the Queenstown Events Centre, near the airport, and provided with food, drinks and activities."
7421661289,aviation,Germany: Majority of Aircraft Grounded due to Strike by Airport Employees,"The majority of flights at Germany's Duesseldorf and Cologne Bonn regional airports were grounded by a 24-hour strike by the Verdi trade union. It is the latest in a series of strikes and protests that have hit major European economies, including France, Britain and Spain. The airports, which service airlines including Lufthansa, Turkish Airlines and Aegean Airlines, were largely empty because passengers had been informed of the strike in time to change their plans. Verdi announced the strike on Friday after it said collective bargaining efforts for public service workers and aviation security workers had failed to come closer to an agreement."
7400275628,aviation,Air New Zealand cancels all flights from Auckland Airport amid storms,"National carrier Air New Zealand cancels all flights from its North Island hub. This is expected to affect around 55 flights. The carrier said it plans to resume scheduled services from tomorrow, but expects further challenges due to the extreme weather. Auckland Airport has been beset by difficulties in recent weeks after extreme weather hit New Zealand. On Sunday, the airline cancelled dozens of flights as Aucklanders braced for a deluge from Cyclone Gabrielle. Two weeks earlier, over 9,000 passengers found themselves stranded in various locations due to flight disruption caused by flooding in the city."
7434753160,aviation,Pre-Dawn Israeli Airstrike Knocks Out Airport In Syria's 2nd City,"Israeli warplanes struck Aleppo airport before dawn Tuesday, causing significant damage. The airport has been a major conduit for aid flights since a February 6 earthquake devastated swathes of southeastern Turkey and neighbouring Syria. Israel has attacked Aleppo airport several times in recent years, with a strike last September putting it out of service for a few days. It marked the second Israeli attack on government-held areas since the devastating quake struck Turkey and Syria, killing more than 50,000 people in the two countries. On February 19, an Israeli strike killed 15 people in a Damascus district housing state security agencies."
